13.60,7.80
13.55,7.80
13.50,7.80
13.45,7.80
13.40,7.80
13.35,7.80
13.30,7.80
13.25,7.80
13.20,7.80
13.15,7.80
13.10,7.80
13.05,7.80
13.00,7.80
12.95,7.80
12.90,7.80
12.85,7.80
12.80,7.80
12.75,7.80
12.70,7.80
12.65,7.80
12.60,7.80
12.55,7.80
12.50,7.80
12.45,7.80
12.40,7.80
12.35,7.80
12.30,7.80
12.25,7.80
12.20,7.80
12.15,7.80
12.10,7.80
12.05,7.80
12.00,7.80
11.95,7.80
11.90,7.80
11.85,7.80
11.80,7.80
11.75,7.80
11.70,7.80
11.65,7.80
11.60,7.80
11.55,7.80
11.50,7.80
11.45,7.80
11.40,7.80
11.35,7.80
11.30,7.80
11.25,7.80
11.20,7.80
11.15,7.80
11.10,7.80
11.05,7.80
11.00,7.80
10.95,7.80
10.90,7.80
10.85,7.80
10.80,7.80
10.75,7.80
10.70,7.80
10.65,7.80
10.60,7.80
10.55,7.80
10.50,7.80
10.45,7.80
10.40,7.80
10.35,7.80
10.30,7.80
10.25,7.80
10.20,7.80
10.15,7.80
10.10,7.80
10.05,7.80
10.00,7.80
9.95,7.80
9.90,7.80
9.85,7.80
9.80,7.80
9.75,7.80
9.70,7.80
9.65,7.80
9.60,7.80
9.55,7.80
9.50,7.80
9.45,7.80
9.40,7.80
9.35,7.80
9.30,7.80
9.25,7.80
9.20,7.80
9.15,7.80
9.10,7.80
9.05,7.80
9.00,7.80
8.95,7.80
8.90,7.80
8.85,7.80
8.80,7.80
8.75,7.80
8.70,7.80
8.65,7.80
8.60,7.80
8.55,7.80
8.50,7.80
8.45,7.80
8.40,7.80
8.35,7.80
8.30,7.80
8.25,7.80
8.20,7.80
8.15,7.80
8.10,7.80
8.05,7.80
8.00,7.80
7.95,7.80
7.90,7.80
7.85,7.80
7.80,7.80
7.75,7.80
7.70,7.80
7.65,7.80
7.60,7.80
7.55,7.80
7.50,7.80
7.45,7.80
7.40,7.80
7.35,7.80
7.30,7.80
7.25,7.80
7.20,7.80
7.15,7.80
7.10,7.80
7.05,7.80
7.00,7.80
6.95,7.80
6.90,7.80
6.85,7.80
6.80,7.80
6.75,7.80
6.70,7.80
6.65,7.80
6.60,7.80
6.55,7.80
6.50,7.80
6.45,7.80
6.40,7.80
6.35,7.80
6.30,7.80
6.25,7.80
6.20,7.80
6.15,7.80
6.10,7.80
6.05,7.80
6.00,7.80
6.00,7.85
6.00,7.90
6.00,7.95
6.00,8.00
6.00,8.05
6.00,8.10
6.00,8.15
6.00,8.20
6.00,8.25
6.00,8.30
6.00,8.35
6.00,8.40
6.00,8.45
6.00,8.50
6.00,8.55
6.00,8.60
6.00,8.65
6.00,8.70
6.00,8.75
6.00,8.80
6.00,8.85
6.00,8.90
6.00,8.95

6.00,8.95
6.00,8.90
6.00,8.85
6.00,8.80
6.00,8.75
6.00,8.70
6.00,8.65
6.00,8.60
6.00,8.55
6.00,8.50
6.00,8.45
6.00,8.40
6.00,8.35
6.00,8.30
6.00,8.25
6.00,8.20
6.00,8.15
6.00,8.10
6.00,8.05
6.00,8.00
6.00,7.95
6.00,7.90
6.00,7.85
6.00,7.80
6.00,7.75
6.00,7.70
6.00,7.65
6.00,7.60
6.00,7.55
6.00,7.50
6.00,7.45
6.00,7.40
6.00,7.35
6.00,7.30
6.00,7.25
6.00,7.20
6.00,7.15
6.00,7.10

6.00,7.10
6.00,7.05
5.95,7.05
5.90,7.05
5.85,7.05
5.80,7.05
5.75,7.05
5.70,7.05
5.65,7.05
5.60,7.05
5.55,7.05
5.50,7.05
5.45,7.05
5.40,7.05
5.35,7.05
5.30,7.05
5.25,7.05
5.20,7.05
5.15,7.05
5.10,7.05
5.05,7.05
5.00,7.05
4.95,7.05
4.90,7.05
4.85,7.05
4.80,7.05
4.75,7.05
4.70,7.05
4.65,7.05
4.60,7.05
4.55,7.05
4.50,7.05
4.45,7.05
4.40,7.05
4.35,7.05
4.30,7.05
4.25,7.05
4.20,7.05
4.15,7.05
4.10,7.05
4.05,7.05
4.00,7.05
3.95,7.05
3.90,7.05
3.85,7.05
3.80,7.05
3.75,7.05
3.70,7.05
3.65,7.05
3.60,7.05
3.55,7.05
3.50,7.05
3.45,7.05
3.40,7.05
3.35,7.05
3.30,7.05
3.25,7.05
3.20,7.05
3.15,7.05
3.10,7.05
3.05,7.05
3.00,7.05
2.95,7.05
